tweet_user_x,tweet_id,tweet_url,tweet_text,Number_of_panels,type_of_image,scale,type_of_subject,attributes_of_subject,contains_words,face_posture_emotion,narrative_old,narrative,emotional_appeal,intent,actor,Notes,Labeler,overlap,date,retweet_count,favorite_count,followers_int,tweet_user_y,Number_of_panels_b,type_of_image_ar,type_of_image_illustration,type_of_image_screenshot,scale_ar,scale_other,scale_closeup,scale_long,type_of_subject_ar,type_of_subject_text,type_of_subject_object,type_of_subject_scene,type_of_subject_creature,type_of_subject_other,attributes_of_subject_ar,attributes_of_subject_posture,attributes_of_subject_na,attributes_of_subject_poster,attributes_of_subject_scene,contains_words_ar,contains_words_no,face_posture_emotion_ar,face_posture_emotion_neutral,face_posture_emotion_positive,face_posture_emotion_negative,narrative_ar,narrative_hero,narrative_fool,narrative_villain,narrative_victim,narrative_other,emotional_appeal_ar,emotional_appeal_pride,emotional_appeal_humor,emotional_appeal_outrage,emotional_appeal_compassion,emotional_appeal_fear,emotional_appeal_encouragement,emotional_appeal_sadness,emotional_appeal_gratitude,emotional_appeal_hope,emotional_appeal_thankfulness,intent_ar,intent_info,intent_call_to_action,actor_ar,actor_ukr_military,actor_rus_military,actor_ukr_civilians,actor_russia,actor_putin,actor_ukraine,actor_zelensky,actor_west,tweet_user_DefenceU,tweet_user_uamemesforces,tweet_user_OFFICIAL,sample_weight,tweet_user_Ukraine,day,days_from_start,followers_log,np.log2(followers_int + 1),actor_simplified
DefenceU,1568984065226719232,https://twitter.com/DefenceU/status/1568984065226719232,"200 days of courage and superhuman endurance of the Ukrainian people and the Ukrainian army. 
This is how the history of the free world gets written.",single,illustration,other,"character, text",posture,yes,neutral,hero,hero,pride,info,ukr military,,Arthur,,2022-09-11 15:25:26+00:00,1989,14965,1326760.5602953236,DefenceU,0,['illustration'],1,0,['other'],1,0,0,"['character', 'text']",1,0,0,0,0,['posture'],1,0,0,0,['yes'],0,['neutral'],1,0,0,['hero'],1,0,0,0,0,['pride'],1,0,0,0,0,0,0,0,0,0,['info'],1,0,['ukr military'],1,0,0,0,0,0,0,False,1,0,1,0.6384384384384384,0,2022-09-11,200.0,20.33947768857159,20.33947768857159,Ukr milit.
DefenceU,1538295495189094400,https://twitter.com/DefenceU/status/1538295495189094400,"A true President doesn’t hide in a bunker. After his visits to Kharkiv, Zaporizhia, and the heavily embattled Luhansk regions at the very frontline, @ZelenskyyUa visited Mykolayiv and Odesa regions to reward the heroes. Step by step #UAarmy is kicking the enemy out of our land.",multiple,photo,medium,character,posture,no,neutral,hero,"hero, hero",pride,other,"zelensky, ukr military",,Yelena,,2022-06-18 23:00:00+00:00,2650,18129,1118583.0,DefenceU,1,['photo'],0,0,['medium'],0,0,0,['character'],0,0,0,0,0,['posture'],1,0,0,0,['no'],1,['neutral'],1,0,0,"['hero', 'hero']",1,0,0,0,0,['pride'],1,0,0,0,0,0,0,0,0,0,['other'],0,0,"['zelensky', 'ukr military']",1,0,0,0,0,0,1,False,1,0,1,0.6384384384384384,0,2022-06-18,115.0,20.09324216888891,20.09324216888891,Ukr milit.
DefenceU,1571101660620808192,https://twitter.com/DefenceU/status/1571101660620808192,"Ukrainian @Zippo 
🔥🔥🔥",single,photo,long,scene,na,no,na,hero,hero,pride,other,ukr military,drone footage,Yelena,,2022-09-17 11:40:00+00:00,249,3317,1360028.085545723,DefenceU,0,['photo'],0,0,['long'],0,0,1,['scene'],0,0,1,0,0,['na'],0,1,0,0,['no'],1,['na'],0,0,0,['hero'],1,0,0,0,0,['pride'],1,0,0,0,0,0,0,0,0,0,['other'],0,0,['ukr military'],1,0,0,0,0,0,0,False,1,0,1,0.6384384384384384,0,2022-09-17,206.0,20.37520607456735,20.37520607456735,Ukr milit.
DefenceU,1550441443164147719,https://twitter.com/DefenceU/status/1550441443164147719,".@ZelenskyyUa 
&quot;We are fighting today to defend, to liberate and to restore. For our next generations to have a future, our generation has no right to give up.&quot;

📷Roman Pilipey",single,photo,medium,character,posture,no,neutral,victim,victim,compassion,other,ukr civilians,,Yelena,,2022-07-22 11:23:40+00:00,372,2580,1175381.859695098,DefenceU,0,['photo'],0,0,['medium'],0,0,0,['character'],0,0,0,0,0,['posture'],1,0,0,0,['no'],1,['neutral'],1,0,0,['victim'],0,0,0,1,0,['compassion'],0,0,0,1,0,0,0,0,0,0,['other'],0,0,['ukr civilians'],0,0,1,0,0,0,0,False,1,0,1,0.6384384384384384,0,2022-07-22,149.0,20.16469933446741,20.16469933446741,Ukr civil.
DefenceU,1548325331685281792,https://twitter.com/DefenceU/status/1548325331685281792,"Our children are growing up listening to the sounds of air raid alerts, explosions, screams of pain, and funeral hymns. But one day they will tune in to hear the closing arguments of an international criminal tribunal. That day is coming soon.
📷 Ondra Deml",single,photo,medium,character,na,no,neutral,victim,victim,compassion,other,ukr civilians,,Corrdao,,2022-07-16 15:15:00+00:00,1058,5753,1166619.0795400937,DefenceU,0,['photo'],0,0,['medium'],0,0,0,['character'],0,0,0,0,0,['na'],0,1,0,0,['no'],1,['neutral'],1,0,0,['victim'],0,0,0,1,0,['compassion'],0,0,0,1,0,0,0,0,0,0,['other'],0,0,['ukr civilians'],0,0,1,0,0,0,0,False,1,0,1,0.6384384384384384,0,2022-07-16,143.0,20.15390338006767,20.15390338006767,Ukr civil.
uamemesforces,1500046798395781123,https://twitter.com/uamemesforces/status/1500046798395781123,https://t.co/8Ujrun0EcO,multiple,photo,long,scene,na,yes,na,hero,"villain, hero",humor,other,"rus military, ukr military",,Gianmarco,,2022-03-05 09:53:20+00:00,423,3300,3423.8475962575585,uamemesforces,1,['photo'],0,0,['long'],0,0,1,['scene'],0,0,1,0,0,['na'],0,1,0,0,['yes'],0,['na'],0,0,0,"['villain', 'hero']",1,0,1,0,0,['humor'],0,1,0,0,0,0,0,0,0,0,['other'],0,0,"['rus military', 'ukr military']",1,1,0,0,0,0,0,False,0,1,0,0.775346462436178,0,2022-03-05,10.0,11.741824075066507,11.741824075066507,Ukr milit.
uamemesforces,1553325711452262401,https://twitter.com/uamemesforces/status/1553325711452262401,https://t.co/FYni01ArPy,single,photo,medium,character,facial expression,yes,negative,fool,fool,"humor, outrage",other,UN,,Yelena,,2022-07-30 10:24:43+00:00,1351,13076,246294.15123100203,uamemesforces,0,['photo'],0,0,['medium'],0,0,0,['character'],0,0,0,0,0,['facial expression'],0,0,0,0,['yes'],0,['negative'],0,0,1,['fool'],0,1,0,0,0,"['humor', 'outrage']",0,1,1,0,0,0,0,0,0,0,['other'],0,0,['UN'],0,0,0,0,0,0,0,False,0,1,0,0.775346462436178,0,2022-07-30,157.0,17.910028700471635,17.910028700471635,none
uamemesforces,1511040913878835200,https://twitter.com/uamemesforces/status/1511040913878835200,https://t.co/mJfRErYsXQ,single,photo,medium,object,na,no,na,fool,fool,humor,other,rus military,,Yelena,,2022-04-04 18:00:02+00:00,200,2727,118437.52011838712,uamemesforces,0,['photo'],0,0,['medium'],0,0,0,['object'],0,1,0,0,0,['na'],0,1,0,0,['no'],1,['na'],0,0,0,['fool'],0,1,0,0,0,['humor'],0,1,0,0,0,0,0,0,0,0,['other'],0,0,['rus military'],0,1,0,0,0,0,0,False,0,1,0,0.775346462436178,0,2022-04-04,40.0,16.853778843796743,16.853778843796743,Rus milit.
uamemesforces,1529157998182113281,https://twitter.com/uamemesforces/status/1529157998182113281,https://t.co/LD4GznDMsj,multiple,illustration,medium,character,posture,yes,negative,villain,"villain, victim",outrage,other,"western gov, ukraine",,Yelena,,2022-05-24 17:50:51+00:00,520,6341,199127.40494564417,uamemesforces,1,['illustration'],1,0,['medium'],0,0,0,['character'],0,0,0,0,0,['posture'],1,0,0,0,['yes'],0,['negative'],0,0,1,"['villain', 'victim']",0,0,1,1,0,['outrage'],0,0,1,0,0,0,0,0,0,0,['other'],0,0,"['western gov', 'ukraine']",0,0,0,0,0,1,0,False,0,1,0,0.775346462436178,0,2022-05-24,90.0,17.603339505396168,17.603339505396168,Ukraine
DefenceU,1520361805088018434,https://twitter.com/DefenceU/status/1520361805088018434,"🔔Briefing
Colonel Oleksandr Motuzyanyk, Spokesman for the MODU
✔️topic: Operational situation at the front

🔔Брифінг речника МОУ полковника Олександра Мотузяника
✔️тема: Оперативна обстановка на фронті

🎥Eng: https://t.co/EO7yiRLWQW
🎥Укр: https://t.co/Ri8MMQhUn3",single,illustration,other,"text, character",facial expression,yes,neutral,hero,hero,pride,info,ukr military,,Yelena,,2022-04-30 11:17:55+00:00,57,323,1020636.580753702,DefenceU,0,['illustration'],1,0,['other'],1,0,0,"['text', 'character']",1,0,0,0,0,['facial expression'],0,0,0,0,['yes'],0,['neutral'],1,0,0,['hero'],1,0,0,0,0,['pride'],1,0,0,0,0,0,0,0,0,0,['info'],1,0,['ukr military'],1,0,0,0,0,0,0,False,1,0,1,0.6384384384384384,0,2022-04-30,66.0,19.961039238409725,19.961039238409725,Ukr milit.
DefenceU,1530441726862712833,https://twitter.com/DefenceU/status/1530441726862712833,"Втрати ворога в інфографіці 👇
@armyinformcomua",single,illustration,other,text,poster,yes,na,"hero, fool","fool, hero",pride,info,"rus military, ukr military",,Yelena,,2022-05-28 06:51:56+00:00,660,3523,1098849.7208194777,DefenceU,0,['illustration'],1,0,['other'],1,0,0,['text'],1,0,0,0,0,['poster'],0,0,1,0,['yes'],0,['na'],0,0,0,"['fool', 'hero']",1,1,0,0,0,['pride'],1,0,0,0,0,0,0,0,0,0,['info'],1,0,"['rus military', 'ukr military']",1,1,0,0,0,0,0,False,1,0,1,0.6384384384384384,0,2022-05-28,94.0,20.06756397839436,20.06756397839436,Ukr milit.
uamemesforces,1511257331249602561,https://twitter.com/uamemesforces/status/1511257331249602561,https://t.co/us3roSZKwp,single,photo,closeup,"creature, character",facial expression,yes,neutral,hero,hero,humor,other,ukr military,,Yelena,,2022-04-05 08:20:00+00:00,539,7100,119604.78296198984,uamemesforces,0,['photo'],0,0,['closeup'],0,1,0,"['creature', 'character']",0,0,0,1,0,['facial expression'],0,0,0,0,['yes'],0,['neutral'],1,0,0,['hero'],1,0,0,0,0,['humor'],0,1,0,0,0,0,0,0,0,0,['other'],0,0,['ukr military'],1,0,0,0,0,0,0,False,0,1,0,0.775346462436178,0,2022-04-05,41.0,16.86792762023443,16.86792762023443,Ukr milit.
DefenceU,1550771240964587520,https://twitter.com/DefenceU/status/1550771240964587520,"Morning yoga the Ukrainian way.
📷Ukrainian Association Ayurveda-Yoga",single,photo,medium,character,posture,no,positive,hero,hero,pride,other,ukr military,,Yelena,,2022-07-23 09:14:10+00:00,713,7800,1176725.0208640674,DefenceU,0,['photo'],0,0,['medium'],0,0,0,['character'],0,0,0,0,0,['posture'],1,0,0,0,['no'],1,['positive'],0,1,0,['hero'],1,0,0,0,0,['pride'],1,0,0,0,0,0,0,0,0,0,['other'],0,0,['ukr military'],1,0,0,0,0,0,0,False,1,0,1,0.6384384384384384,0,2022-07-23,150.0,20.16634702364051,20.16634702364051,Ukr milit.
DefenceU,1501810489038446593,https://twitter.com/DefenceU/status/1501810489038446593,Ювелірна робота нашої артилерії по ворожим танкам в районі н.п. Бородянка.,single,photo,medium,scene,na,no,na,hero,hero,pride,other,,,Corrdao,,2022-03-10 06:41:37+00:00,710,4296,696836.6829448382,DefenceU,0,['photo'],0,0,['medium'],0,0,0,['scene'],0,0,1,0,0,['na'],0,1,0,0,['no'],1,['na'],0,0,0,['hero'],1,0,0,0,0,['pride'],1,0,0,0,0,0,0,0,0,0,['other'],0,0,[],0,0,0,0,0,0,0,False,1,0,1,0.6384384384384384,0,2022-03-10,15.0,19.410463117213524,19.410463117213524,none
DefenceU,1504054999793512449,https://twitter.com/DefenceU/status/1504054999793512449,"🔊 «Ми вдома і захищаємо Україну. Ніякої зброї ми складати не збираємось. До нашої перемоги», - Президент України @ZelenskyyUa",single,photo,closeup,character,facial expression,no,neutral,hero,hero,pride,other,zelensky,,Yelena,,2022-03-16 11:20:30+00:00,1578,9349,763335.0,DefenceU,0,['photo'],0,0,['closeup'],0,1,0,['character'],0,0,0,0,0,['facial expression'],0,0,0,0,['no'],1,['neutral'],1,0,0,['hero'],1,0,0,0,0,['pride'],1,0,0,0,0,0,0,0,0,0,['other'],0,0,['zelensky'],0,0,0,0,0,0,1,False,1,0,1,0.6384384384384384,0,2022-03-16,21.0,19.54195870689911,19.54195870689911,Zelensky
uamemesforces,1504744418703654912,https://twitter.com/uamemesforces/status/1504744418703654912,https://t.co/E1Kwpw1HOm,multiple,photo,medium,character,posture,yes,neutral,hero,hero,compassion,other,ukr civilians,,Yelena,,2022-03-18 09:00:00+00:00,177,2212,78032.28323334387,uamemesforces,1,['photo'],0,0,['medium'],0,0,0,['character'],0,0,0,0,0,['posture'],1,0,0,0,['yes'],0,['neutral'],1,0,0,['hero'],1,0,0,0,0,['compassion'],0,0,0,1,0,0,0,0,0,0,['other'],0,0,['ukr civilians'],0,0,1,0,0,0,0,False,0,1,0,0.775346462436178,0,2022-03-18,23.0,16.251801981907192,16.251801981907192,Ukr civil.
DefenceU,1505230548914130948,https://twitter.com/DefenceU/status/1505230548914130948,"«Зараз ми маємо шанс. Шанс показати не тільки 🇷🇺, а й будь-якому агресору, будь-якій державі-терористу, що війна зруйнує не жертву, а того, хто її почав. І, можливо, це останній шанс для людства зупинити війни» - @ZelenskyyUa 
👉🏻https://t.co/ebDDhYz19p",multiple,photo,closeup,character,facial expression,no,neutral,hero,hero,pride,other,zelensky,,Yelena,,2022-03-19 17:11:43+00:00,227,1383,788972.161325967,DefenceU,1,['photo'],0,0,['closeup'],0,1,0,['character'],0,0,0,0,0,['facial expression'],0,0,0,0,['no'],1,['neutral'],1,0,0,['hero'],1,0,0,0,0,['pride'],1,0,0,0,0,0,0,0,0,0,['other'],0,0,['zelensky'],0,0,0,0,0,0,1,False,1,0,1,0.6384384384384384,0,2022-03-19,24.0,19.589616699034863,19.589616699034863,Zelensky
DefenceU,1501062184297803778,https://twitter.com/DefenceU/status/1501062184297803778,Оперативна інформація станом на 06.00 08.03.2022 щодо російського вторгнення ➡️ https://t.co/uTpbLYMhmz,single,illustration,medium,other,poster,yes,na,villain,villain,none,info,,,Yelena,,2022-03-08 05:08:07+00:00,86,366,675935.9142074315,DefenceU,0,['illustration'],1,0,['medium'],0,0,0,['other'],0,0,0,0,1,['poster'],0,0,1,0,['yes'],0,['na'],0,0,0,['villain'],0,0,1,0,0,['none'],0,0,0,0,0,0,0,0,0,0,['info'],1,0,[],0,0,0,0,0,0,0,False,1,0,1,0.6384384384384384,0,2022-03-08,13.0,19.366529079217724,19.366529079217724,none
DefenceU,1504715613675085832,https://twitter.com/DefenceU/status/1504715613675085832,❗️Загальні бойові втрати противника з 24.02 по 18.03/The total combat losses of the enemy from 24.02 to 18.03 ➡️ https://t.co/uaO9QYFNB5,single,illustration,other,text,poster,yes,na,hero,hero,pride,info,ukr military,,Corrdao,,2022-03-18 07:05:33+00:00,204,841,779310.2417168672,DefenceU,0,['illustration'],1,0,['other'],1,0,0,['text'],1,0,0,0,0,['poster'],0,0,1,0,['yes'],0,['na'],0,0,0,['hero'],1,0,0,0,0,['pride'],1,0,0,0,0,0,0,0,0,0,['info'],1,0,['ukr military'],1,0,0,0,0,0,0,False,1,0,1,0.6384384384384384,0,2022-03-18,23.0,19.571840102086032,19.571840102086032,Ukr milit.
uamemesforces,1518288292277624832,https://twitter.com/uamemesforces/status/1518288292277624832,https://t.co/r0uAHu5UGX,single,illustration,medium,character,posture,yes,negative,villain,"victim, villain, villain",outrage,other,"ukraine, russia, austria",,Yelena,,2022-04-24 17:58:31+00:00,1267,12530,151564.42548397387,uamemesforces,0,['illustration'],1,0,['medium'],0,0,0,['character'],0,0,0,0,0,['posture'],1,0,0,0,['yes'],0,['negative'],0,0,1,"['victim', 'villain', 'villain']",0,0,1,1,0,['outrage'],0,0,1,0,0,0,0,0,0,0,['other'],0,0,"['ukraine', 'russia', 'austria']",0,0,0,1,0,1,0,True,0,1,0,0.775346462436178,0,2022-04-24,60.0,17.20958116348902,17.20958116348902,Russia
uamemesforces,1501997173709455363,https://twitter.com/uamemesforces/status/1501997173709455363,https://t.co/Yymc4tSdVg,single,photo,closeup,object,na,yes,na,fool,fool,humor,other,rus civilians,,Corrdao,,2022-03-10 19:03:26+00:00,221,2336,34400.07100863136,uamemesforces,0,['photo'],0,0,['closeup'],0,1,0,['object'],0,1,0,0,0,['na'],0,1,0,0,['yes'],0,['na'],0,0,0,['fool'],0,1,0,0,0,['humor'],0,1,0,0,0,0,0,0,0,0,['other'],0,0,['rus civilians'],0,0,0,0,0,0,0,False,0,1,0,0.775346462436178,0,2022-03-10,15.0,15.070165860604398,15.070165860604398,none
DefenceU,1556200472989646855,https://twitter.com/DefenceU/status/1556200472989646855,"Feel the difference. 
The 93rd Mechanized Brigade of the #UAarmy came to a conclusion that the newest russian T-90 tank explodes much brighter than its outdated predecessors.",single,photo,long,object,na,no,na,fool,fool,humor,other,rus military,,Yelena,,2022-08-07 08:48:00+00:00,1086,9943,1209360.3525159603,DefenceU,0,['photo'],0,0,['long'],0,0,1,['object'],0,1,0,0,0,['na'],0,1,0,0,['no'],1,['na'],0,0,0,['fool'],0,1,0,0,0,['humor'],0,1,0,0,0,0,0,0,0,0,['other'],0,0,['rus military'],0,1,0,0,0,0,0,False,1,0,1,0.6384384384384384,0,2022-08-07,165.0,20.205813950049013,20.205813950049013,Rus milit.
uamemesforces,1498198492908597250,https://twitter.com/uamemesforces/status/1498198492908597250,https://t.co/dRA7ZgudEO,multiple,photo,closeup,character,facial expression,yes,positive,hero,hero,pride,other,zelensky,,Yelena,,2022-02-28 07:28:50+00:00,4,114,147.0,uamemesforces,1,['photo'],0,0,['closeup'],0,1,0,['character'],0,0,0,0,0,['facial expression'],0,0,0,0,['yes'],0,['positive'],0,1,0,['hero'],1,0,0,0,0,['pride'],1,0,0,0,0,0,0,0,0,0,['other'],0,0,['zelensky'],0,0,0,0,0,0,1,False,0,1,0,0.775346462436178,0,2022-02-28,5.0,7.20945336562895,7.20945336562895,Zelensky
DefenceU,1560214962613719042,https://twitter.com/DefenceU/status/1560214962613719042,"Be it on land or be it on the sea, Ukrainian SEALs will hunt down the enemy. 
There is no safe sleep for the occupiers.
📸 Ukrainian Special Operations Forces
@SOF_UKR",single,photo,medium,character,posture,no,neutral,hero,hero,pride,other,ukr civilians,,Yelena,,2022-08-18 10:40:09+00:00,837,8903,1237990.7111422447,DefenceU,0,['photo'],0,0,['medium'],0,0,0,['character'],0,0,0,0,0,['posture'],1,0,0,0,['no'],1,['neutral'],1,0,0,['hero'],1,0,0,0,0,['pride'],1,0,0,0,0,0,0,0,0,0,['other'],0,0,['ukr civilians'],0,0,1,0,0,0,0,False,1,0,1,0.6384384384384384,0,2022-08-18,176.0,20.23957022447893,20.23957022447893,Ukr civil.
DefenceU,1529724335065268224,https://twitter.com/DefenceU/status/1529724335065268224,"Втрати ворога в інфографіці 👇
@armyinformcomua",single,illustration,other,text,poster,yes,na,"hero, fool","fool, hero",pride,info,"rus military, ukr military",,Yelena,,2022-05-26 07:21:17+00:00,405,2095,1094765.3462693642,DefenceU,0,['illustration'],1,0,['other'],1,0,0,['text'],1,0,0,0,0,['poster'],0,0,1,0,['yes'],0,['na'],0,0,0,"['fool', 'hero']",1,1,0,0,0,['pride'],1,0,0,0,0,0,0,0,0,0,['info'],1,0,"['rus military', 'ukr military']",1,1,0,0,0,0,0,False,1,0,1,0.6384384384384384,0,2022-05-26,92.0,20.062191560567754,20.062191560567754,Ukr milit.
DefenceU,1529768958966087680,https://twitter.com/DefenceU/status/1529768958966087680,"Eight years ago, the 242-day long defense of Donetsk airport by Ukrainian troops began. They will later be called &quot;cyborgs&quot;. With the same bravery our warriors defend Ukrainian cities and villages now.
Ukraine is a nation of cyborgs.",single,illustration,medium,character,posture,no,neutral,hero,hero,pride,other,ukr military,,Yelena,,2022-05-26 10:18:36+00:00,754,4625,1095079.0,DefenceU,0,['illustration'],1,0,['medium'],0,0,0,['character'],0,0,0,0,0,['posture'],1,0,0,0,['no'],1,['neutral'],1,0,0,['hero'],1,0,0,0,0,['pride'],1,0,0,0,0,0,0,0,0,0,['other'],0,0,['ukr military'],1,0,0,0,0,0,0,False,1,0,1,0.6384384384384384,0,2022-05-26,92.0,20.062604837677913,20.062604837677913,Ukr milit.
uamemesforces,1501190462056640512,https://twitter.com/uamemesforces/status/1501190462056640512,https://t.co/s3qyEkdqid,multiple,photo,medium,"character, scene",na,yes,neutral,"fool, villain","fool, villain",humor,other,"putin, rus gov",,Corrdao,,2022-03-08 13:37:51+00:00,168,1455,21587.73755482873,uamemesforces,1,['photo'],0,0,['medium'],0,0,0,"['character', 'scene']",0,0,1,0,0,['na'],0,1,0,0,['yes'],0,['neutral'],1,0,0,"['fool', 'villain']",0,1,1,0,0,['humor'],0,1,0,0,0,0,0,0,0,0,['other'],0,0,"['putin', 'rus gov']",0,0,0,0,1,0,0,False,0,1,0,0.775346462436178,0,2022-03-08,13.0,14.397991260860783,14.397991260860783,Putin
DefenceU,1502800757497737221,https://twitter.com/DefenceU/status/1502800757497737221,"🏅За особисту мужність і самовіддані дії, виявлені у захисті державного суверенітету та територіальної цілісності 🇺🇦, вірність військовій присязі Президент @ZelenskyyUa відзначив  понад 100 Захисників і Захисниць державними нагородами України.
👉🏻 https://t.co/Z0ksqCEOQg",single,photo,closeup,object,na,no,na,hero,hero,pride,other,ukr military,,Yelena,,2022-03-13 00:16:35+00:00,334,2602,727512.756776921,DefenceU,0,['photo'],0,0,['closeup'],0,1,0,['object'],0,1,0,0,0,['na'],0,1,0,0,['no'],1,['na'],0,0,0,['hero'],1,0,0,0,0,['pride'],1,0,0,0,0,0,0,0,0,0,['other'],0,0,['ukr military'],1,0,0,0,0,0,0,False,1,0,1,0.6384384384384384,0,2022-03-13,18.0,19.472615003071063,19.472615003071063,Ukr milit.
DefenceU,1533692703359246337,https://twitter.com/DefenceU/status/1533692703359246337,"Втрати ворога в інфографіці 👇
@armyinformcomua",single,illustration,other,text,poster,yes,na,"hero, villain","hero, villain",pride,info,"ukr military, russia",,Yelena,,2022-06-06 06:10:09+00:00,460,2638,1106615.3038593545,DefenceU,0,['illustration'],1,0,['other'],1,0,0,['text'],1,0,0,0,0,['poster'],0,0,1,0,['yes'],0,['na'],0,0,0,"['hero', 'villain']",1,0,1,0,0,['pride'],1,0,0,0,0,0,0,0,0,0,['info'],1,0,"['ukr military', 'russia']",1,0,0,1,0,0,0,False,1,0,1,0.6384384384384384,0,2022-06-06,103.0,20.077723653706222,20.077723653706222,Ukr milit.
uamemesforces,1514963371069739011,https://twitter.com/uamemesforces/status/1514963371069739011,https://t.co/3LGJrjgLHk,single,illustration,closeup,character,facial expression,yes,negative,fool,fool,humor,other,rus military,,Yelena,overlap,2022-04-15 13:46:28+00:00,288,2875,137015.443887011,uamemesforces,0,['illustration'],1,0,['closeup'],0,1,0,['character'],0,0,0,0,0,['facial expression'],0,0,0,0,['yes'],0,['negative'],0,0,1,['fool'],0,1,0,0,0,['humor'],0,1,0,0,0,0,0,0,0,0,['other'],0,0,['rus military'],0,1,0,0,0,0,0,False,0,1,0,0.775346462436178,0,2022-04-15,51.0,17.063989521568672,17.063989521568672,Rus milit.
Ukraine,1536634128673689600,https://twitter.com/Ukraine/status/1536634128673689600,"Fellow Ukrainians in Melitopol! Russian occupation is temporary. Ukraine has not forgotten you. Ukraine fights and will soon be back!

Melitopol is 💛💙

art by Marichka Ruban
https://t.co/htfgEYKQN8",single,illustration,long,scene,poster,yes,positive,victim,victim,pride,other,ukr civilians,"victim: people in Melitopol
teleological: encouragement?
-- see if there are enough of them, may add as an option to intent",Yelena,,2022-06-14 08:58:20+00:00,638,5192,2141500.0,Ukraine,0,['illustration'],1,0,['long'],0,0,1,['scene'],0,0,1,0,0,['poster'],0,0,1,0,['yes'],0,['positive'],0,1,0,['victim'],0,0,0,1,0,['pride'],1,0,0,0,0,0,0,0,0,0,['other'],0,0,['ukr civilians'],0,0,1,0,0,0,0,False,0,0,1,6.947712418300654,1,2022-06-14,111.0,21.030190920237324,21.030190920237324,Ukr civil.
DefenceU,1505872578719764486,https://twitter.com/DefenceU/status/1505872578719764486,"💪🏻 На Київщині до лав ЗСУ стане ще один трофейний танк. Хлопці тільки дещо підремонтують, бо як забирали - трохи пошкрябали.

Разом переможемо!🇺🇦

#stoprussia #народна_війна",single,photo,medium,object,na,no,na,hero,hero,pride,other,ukr military,,Yelena,,2022-03-21 11:42:55+00:00,374,3280,804001.8633474577,DefenceU,0,['photo'],0,0,['medium'],0,0,0,['object'],0,1,0,0,0,['na'],0,1,0,0,['no'],1,['na'],0,0,0,['hero'],1,0,0,0,0,['pride'],1,0,0,0,0,0,0,0,0,0,['other'],0,0,['ukr military'],1,0,0,0,0,0,0,False,1,0,1,0.6384384384384384,0,2022-03-21,26.0,19.616841113813432,19.616841113813432,Ukr milit.
uamemesforces,1504460042480750592,https://twitter.com/uamemesforces/status/1504460042480750592,https://t.co/SBEVlLeChG,multiple,photo,medium,"character, object",facial expression,yes,positive,hero,hero,pride,other,ukr civilians,,Yelena,,2022-03-17 14:10:00+00:00,181,2163,73515.80829031343,uamemesforces,1,['photo'],0,0,['medium'],0,0,0,"['character', 'object']",0,1,0,0,0,['facial expression'],0,0,0,0,['yes'],0,['positive'],0,1,0,['hero'],1,0,0,0,0,['pride'],1,0,0,0,0,0,0,0,0,0,['other'],0,0,['ukr civilians'],0,0,1,0,0,0,0,False,0,1,0,0.775346462436178,0,2022-03-17,22.0,16.16578651337321,16.16578651337321,Ukr civil.
uamemesforces,1515316461224579073,https://twitter.com/uamemesforces/status/1515316461224579073,https://t.co/SKYxi5q90A,single,illustration,medium,object,na,yes,na,villain,villain,outrage,other,rus military,,Yelena,,2022-04-16 13:09:32+00:00,302,3733,138560.48732180288,uamemesforces,0,['illustration'],1,0,['medium'],0,0,0,['object'],0,1,0,0,0,['na'],0,1,0,0,['yes'],0,['na'],0,0,0,['villain'],0,0,1,0,0,['outrage'],0,0,1,0,0,0,0,0,0,0,['other'],0,0,['rus military'],0,1,0,0,0,0,0,False,0,1,0,0.775346462436178,0,2022-04-16,52.0,17.0801667956149,17.0801667956149,Rus milit.
uamemesforces,1505514491429097472,https://twitter.com/uamemesforces/status/1505514491429097472,https://t.co/hC8WbTPvqd,multiple,"illustration, photo",long,character,posture,no,neutral,none,none,humor,other,zelensky,,Arthur,,2022-03-20 12:00:00+00:00,94,1597,88630.39857769449,uamemesforces,1,"['illustration', 'photo']",1,0,['long'],0,0,1,['character'],0,0,0,0,0,['posture'],1,0,0,0,['no'],1,['neutral'],1,0,0,['none'],0,0,0,0,0,['humor'],0,1,0,0,0,0,0,0,0,0,['other'],0,0,['zelensky'],0,0,0,0,0,0,1,False,0,1,0,0.775346462436178,0,2022-03-20,25.0,16.435530258325706,16.435530258325706,Zelensky
Ukraine,1496776124696780802,https://twitter.com/Ukraine/status/1496776124696780802,"Join our Twitter-storm on February 24rd from 12 to 2 pm Kyiv, 10 am - 12 pm UTC. Use #StopRussianAggression and #RussiaInvadedUkraine hashtags to tell the world of the ongoing Russian aggression against Ukraine and the fact that Ukraine is under attack.",single,illustration,other,text,poster,yes,na,villain,"victim, villain",outrage,call to action,"ukraine, russia",hashtags calling to stop Russia,Yelena,,2022-02-24 09:16:51+00:00,7086,19001,1108737.0,Ukraine,0,['illustration'],1,0,['other'],1,0,0,['text'],1,0,0,0,0,['poster'],0,0,1,0,['yes'],0,['na'],0,0,0,"['victim', 'villain']",0,0,1,1,0,['outrage'],0,0,1,0,0,0,0,0,0,0,['call to action'],0,1,"['ukraine', 'russia']",0,0,0,1,0,1,0,False,0,0,1,6.947712418300654,1,2022-02-24,1.0,20.080487059479214,20.080487059479214,Russia
